German,Arabic,Pronunciation,Article,Plural,Type,Level,Tags,Status,Mastery,Quality Issues
die Krankenschwester,الممرضة,دي كرانكنشفِزتر,die,,noun,,,new,0,
die Krankheit,المرض,دي كرانكهآيت,die,,noun,,,new,0,
die Krawatte,ربطة العنق,دي كرافاتته,die,,noun,,,new,0,
die Kultur-Nacht,ليلة الثقافة,دي كولتور-ناخت,die,,noun,,,new,0,
die Kundin,العميل,دي كوندين,die,,noun,,,new,0,
die Kunst,فن,دي كونزت,die,,noun,,,new,0,
die Kunsthalle,معرض الفنون,دي كونزتالله,die,,noun,,,new,0,
die Kurspartnerin,شريك الدورة,دي كورزبارتنرين,die,,noun,,,new,0,
die Kursstatistik,إحصائيات الدورة,دي كورززتاتيزتيك,die,,noun,,,new,0,
die Kurzbeschreibung,الوصف المختصر,دي كورتسبهشرآيبونغ,die,,noun,,,new,0,
die Kurzform,الشكل المختصر,دي كورتسفورم,die,,noun,,,new,0,
die Köchin,الطباخ,دي كوِشين,die,,noun,,,new,0,
die Küche,المطبخ,دي كوشه,die,,noun,,,new,0,
die Künstlerin,الفنان,دي كونزتلرين,die,,noun,,,new,0,
die Laborantin,فني المختبر,دي لابورانتين,die,,noun,,,new,0,
die Lage,الموقع,دي لاغه,die,,noun,,,new,0,
die Lampe,المصباح,دي لامبه,die,,noun,,,new,0,
die Landschaft,المناظر الطبيعية,دي لاندشافت,die,,noun,,,new,0,
die Laune,المزاج,دي لآونه,die,,noun,,,new,0,
die Lehre,التدريس,دي لِهره,die,,noun,,,new,0,
die Lehrerin,المعلم,دي لِهررين,die,,noun,,,new,0,
die Leiterin,المخرج,دي لآيترين,die,,noun,,,due,0,
die Lernerfahrung,تجربة التعلم,دي لرنرفاهرونغ,die,,noun,,,new,0,
die Lernkarte,البطاقة التعليمية,دي لرنكارته,die,,noun,,,new,0,
die Leute,الناس,دي لأويته,die,,noun,,,new,0,
die Liebe,حب,دي ليبه,die,,noun,,,new,0,
die Lieblingsfarbe,اللون المفضل,دي ليبلينغزفاربه,die,,noun,,,new,0,
die Limonade,عصير الليمون,دي ليموناده,die,,noun,,,new,0,
die Liste,القائمة,دي ليزته,die,,noun,,,new,0,
die Lust,الشهوة,دي لوزت,die,,noun,,,new,0,
die Lösung,الحل,دي لوِزونغ,die,,noun,,,new,0,
die Mahlzeit,الوجبة,دي ماهلتسآيت,die,,noun,,,new,0,
die Mail,البريد الإلكتروني,دي مآيل,die,,noun,,,new,0,
die Malerin,الرسام,دي مالرين,die,,noun,,,new,0,
die Marmelade,المربى,دي مارملاده,die,,noun,,,new,0,
die Maschine,الآلة,دي ماشينه,die,,noun,,,new,0,
die Maus,الفأر,دي مآوز,die,,noun,,,new,0,
die Mechanikerin,الميكانيكي,دي مِشانيكرين,die,,noun,,,new,0,
die Medaille,الميدالية,دي مِدآيلله,die,,noun,,,new,0,
die Medien,وسائل الإعلام,دي مِدين,die,,noun,,,new,0,
die Medizinerin,الطبيب,دي مِديتسينرين,die,,noun,,,new,0,
die meisten,معظم,دي مآيزتن,die,,noun,,,new,0,
die Mensa,الكافتيريا,دي منزا,die,,noun,,,new,0,
die Messe,المعرض,دي مِززه,die,,noun,,,new,0,
die Methode,الطريقة,دي مِتوده,die,,noun,,,new,0,
die Metzgerei,محل الجزارة,دي مِتسغرآي,die,,noun,,,new,0,
die Milch,الحليب,دي ميلش,die,,noun,,,new,0,
die Milliarde,المليار,دي ميلليارده,die,,noun,,,new,0,
die Million,المليون,دي ميلليون,die,,noun,,,new,0,
die Mindmap,خريطة ذهنية,دي ميندماب,die,,noun,,,new,0,
die Minute,الدقيقة,دي مينوته,die,,noun,,,new,0,
die Mitarbeiterin,الموظف,دي ميتاربآيترين,die,,noun,,,new,0,
die Mittagspause,استراحة الغداء,دي ميتتاغزبآوزه,die,,noun,,,new,0,
die Mitte,الوسط,دي ميتته,die,,noun,,,new,0,
die Mode,موضة,دي موده,die,,noun,,,new,0,
die Modedesignerin,مصمم الأزياء,دي مودِدِزيغنرين,die,,noun,,,new,0,
die Modeschule,مدرسة الأزياء,دي مودِشوله,die,,noun,,,new,0,
die Museumsnacht,ليلة المتحف,دي موزأويمزناخت,die,,noun,,,new,0,
die Musik,الموسيقى,دي موزيك,die,,noun,,,new,0,
die Musikerin,الموسيقي,دي موزيكرين,die,,noun,,,new,0,
die Musikgruppe,الفرقة الموسيقية,دي موزيكغروببه,die,,noun,,,new,0,
die Musikproduktion,إنتاج الموسيقى,دي موزيكبرودوكتسيون,die,,noun,,,new,0,
die Musikschule,مدرسة الموسيقى,دي موزيكشوله,die,,noun,,,new,0,
die Mutter,الأم,دي موتتر,die,,noun,,,new,0,
die Muttersprache,اللغة الأم,دي موتترزبراخه,die,,noun,,,new,0,
die Möglichkeit,الاحتمال,دي موِغليشكآيت,die,,noun,,,new,0,
die Müllabfuhr,جمع القمامة,دي موللابفوهر,die,,noun,,,new,0,
die Mülltonne,سلة المهملات,دي موللتوننه,die,,noun,,,new,0,
die Mütze,الغطاء,دي موتسه,die,,noun,,,new,0,
die Nachbarin,الجار,دي ناخبارين,die,,noun,,,new,0,
die Nachrichten,الأخبار,دي ناخريشتن,die,,noun,,,new,0,
die Nacht,الليلة,دي ناخت,die,,noun,,,new,0,
die Nase,الأنف,دي نازه,die,,noun,,,new,0,
die Nation,الأمة,دي ناتسيون,die,,noun,,,new,0,
die Natur,الطبيعة,دي ناتور,die,,noun,,,new,0,
die Nelke,القرنفل,دي نلكه,die,,noun,,,new,0,
die Note,الدرجة,دي نوته,die,,noun,,,new,0,
die Notiz,الملاحظة,دي نوتيتس,die,,noun,,,new,0,
die Notärztin,طبيب الطوارئ,دي نوتيرتستين,die,,noun,,,new,0,
die Nudel,النودلز,دي نودل,die,,noun,,,new,0,
die Nummer,الرقم,دي نوممر,die,,noun,,,new,0,
die Nähe,القرب,دي نيهه,die,,noun,,,new,0,
die Oberärztin,كبير الأطباء,دي وبريرتستين,die,,noun,,,new,0,
die Olive,الزيتون,دي وليفه,die,,noun,,,new,0,
die Oma,الجدة,دي وما,die,,noun,,,new,0,
die Oper,الأوبرا,دي وبر,die,,noun,,,new,0,
die Operation,العملية,دي وبراتسيون,die,,noun,,,new,0,
die Ordinalzahl,العدد الترتيبي,دي وردينالتساهل,die,,noun,,,new,0,
die Ordnung,الطلب,دي وردنونغ,die,,noun,,,new,0,
die Ortsangabe,الموقع,دي ورتزانغابه,die,,noun,,,new,0,
die Ortsveränderung,تغيير الموقع,دي ورتزفريندرونغ,die,,noun,,,new,0,
die Packung,الحزمة,دي باكونغ,die,,noun,,,new,0,
die Pantomime,التمثيل الصامت,دي بانتوميمه,die,,noun,,,new,0,
die Papiere,الأوراق,دي بابيره,die,,noun,,,new,0,
die Parfümerie,صناعة العطور,دي بارفومري,die,,noun,,,new,0,
die Partnerin,الشريك,دي بارتنرين,die,,noun,,,new,0,
die Party,الحزب,دي بارتي,die,,noun,,,new,0,
die Patientin,المريض,دي باتينتين,die,,noun,,,new,0,
die Pause,الاستراحة,دي بآوزه,die,,noun,,,new,0,
die Pension,المعاش التقاعدي,دي بنزيون,die,,noun,,,new,0,
die Person,الشخص,دي برزون,die,,noun,,,new,0,
die Pflanze,النبات,دي بفلانتسه,die,,noun,,,new,0,
die Physiotherapeutin,أخصائي العلاج الطبيعي,دي فيزيوترابأويتين,die,,noun,,,new,0,
die Physiotherapie,العلاج الطبيعي,دي فيزيوترابي,die,,noun,,,new,0,
die Pizza,البيتزا,دي بيتستسا,die,,noun,,,new,0,
die Pluralendung,نهاية الجمع,دي بلورالندونغ,die,,noun,,,new,0,
die Pluralform,صيغة الجمع,دي بلورالفورم,die,,noun,,,new,0,
die Politik,سياسة,دي بوليتيك,die,,noun,,,new,0,
die Politikerin,السياسي,دي بوليتيكرين,die,,noun,,,new,0,
die Polizei,الشرطة,دي بوليتسآي,die,,noun,,,new,0,
die Polizistin,الشرطية,دي بوليتسيزتين,die,,noun,,,new,0,
die Pommes,البطاطس المقلية,دي بوممِز,die,,noun,,,new,0,
die Pommes frites,البطاطس المقلية,دي بوممِز فريتهز,die,,phrase,,,new,0,
die Position,المنصب,دي بوزيتسيون,die,,noun,,,new,0,
die Post,المنشور,دي بوزت,die,,noun,,,new,0,
die Postkarte,البطاقة البريدية,دي بوزتكارته,die,,noun,,,new,0,
die Postleitzahl,الرمز البريدي,دي بوزتلآيتساهل,die,,noun,,,new,0,
die Praxis,الممارسة,دي براكسيز,die,,noun,,,new,0,
die Produktion,الإنتاج,دي برودوكتسيون,die,,noun,,,new,0,
die Professorin,الأستاذ,دي بروفِززورين,die,,noun,,,new,0,
die Präposition,حرف الجر,دي بريبوزيتسيون,die,,noun,,,new,0,
die Präsentation,العرض التقديمي,دي بريزنتاتسيون,die,,noun,,,new,0,
die Prüfung,الامتحان,دي بروفونغ,die,,noun,,,new,0,
die Pünktlichkeit,الالتزام بالمواعيد,دي بونكتليشكآيت,die,,noun,,,new,0,
die Radiosendung,البرنامج الإذاعي,دي راديوزندونغ,die,,noun,,,new,0,
die Reaktion,التفاعل,دي رِاكتسيون,die,,noun,,,new,0,
die Realschule,المدرسة الثانوية,دي رِالشوله,die,,noun,,,new,0,
die Regel,القاعدة,دي رِغل,die,,noun,,,new,0,
die Regenjacke,معطف المطر,دي رِغنياكه,die,,noun,,,new,0,
die Regisseurin,المخرج,دي رِغيززأويرين,die,,noun,,,new,0,
die Reihenfolge,الترتيب الزمني,دي رآيهنفولغه,die,,noun,,,new,0,
die Reise,الرحلة,دي رآيزه,die,,noun,,,new,0,
die Reiseführerin,المرشد السياحي,دي رآيزِفوهررين,die,,noun,,,new,0,
die Reisetasche,حقيبة السفر,دي رآيزِتاشه,die,,noun,,,new,0,
die Religion,دِين,دي رليغيون,die,,noun,,,new,0,
die Rentnerin,المتقاعد,دي رنتنرين,die,,noun,,,new,0,
die Reservierung,الحجز,دي رِزرفيرونغ,die,,noun,,,new,0,
die Rezeption,حفل الاستقبال,دي رِتسِبتسيون,die,,noun,,,new,0,
die Rolle,الدور,دي رولله,die,,noun,,,new,0,
die Rollenkarte,بطاقة الدور,دي روللنكارته,die,,noun,,,new,0,
die Route,الطريق,دي رووته,die,,noun,,,new,0,
die Ruhe,السلام,دي روهه,die,,noun,,,new,0,
die Runde,الجولة,دي رونده,die,,noun,,,new,0,
die Rückenschmerzen,ألم الظهر,دي روكنشمرتسن,die,,noun,,,new,0,
die Rückfahrt,رحلة العودة,دي روكفاهرت,die,,noun,,,new,0,
die Rückmeldung,التعليقات,دي روكملدونغ,die,,noun,,,new,0,
die S-Bahn,قطار الأنفاق إس-بان,دي ز-باهن,die,,noun,,,new,0,
die Sache,المسألة,دي زاخه,die,,noun,,,new,0,
die Sahne,الكريم,دي زاهنه,die,,noun,,,new,0,
die Saison,الموسم,دي زآيزون,die,,noun,,,new,0,
die Salami,السلامي,دي زالامي,die,,noun,,,new,0,
die Salbe,المرهم,دي زالبه,die,,noun,,,new,0,
die Satzklammer,قوس الجملة,دي زاتسكلاممر,die,,noun,,,new,0,
die Satzmelodie,لحن الجملة,دي زاتسملودي,die,,noun,,,new,0,
die Schaffnerin,قائد الأوركسترا,دي شاففنرين,die,,noun,,,new,0,
die Schauspielerin,الممثلة,دي شآوزبيلرين,die,,noun,,,new,0,
die Schlaftablette,حبوب النوم,دي شلافتابلِتته,die,,noun,,,new,0,
die Schokolade,الشوكولاتة,دي شوكولاده,die,,noun,,,new,0,
die Schreibwaren,الأدوات المكتبية,دي شرآيبفارن,die,,noun,,,new,0,
die Schule,المدرسة,دي شوله,die,,noun,,,new,0,
die Schulkleidung,الزي المدرسي,دي شولكلآيدونغ,die,,noun,,,new,0,
die Schulplattform,المنصة المدرسية,دي شولبلاتتفورم,die,,noun,,,new,0,
die Schultüte,مخروط المدرسة,دي شولتوته,die,,noun,,,new,0,
die Schuluniform,الزي المدرسي,دي شولونيفورم,die,,noun,,,new,0,
die Schulzeit,أيام الدراسة,دي شولتسآيت,die,,noun,,,new,0,
die Schweiz,سويسرا,دي شفآيتس,die,,noun,,,new,0,
die Schülerin,الطالب,دي شولرين,die,,noun,,,new,0,
die Segellehrerin,مدرب الإبحار,دي زِغللِهررين,die,,noun,,,new,0,
die Segelregatta,سباق القوارب الشراعية,دي زِغلرِغاتتا,die,,noun,,,new,0,
die Seglerin,البحار,دي زِغلرين,die,,noun,,,new,0,
die Sehenswürdigkeit,المنظر,دي زِهنزفورديغكآيت,die,,noun,,,new,0,
die Seife,الصابون,دي زآيفه,die,,noun,,,new,0,
die Seite,الصفحة,دي زآيته,die,,noun,,,new,0,
die Sekretärin,السكرتيرة,دي زِكرِتيرين,die,,noun,,,new,0,
die Sekunde,الثاني,دي زِكونده,die,,noun,,,new,0,
die Selbstbedienung,الخدمة الذاتية,دي زلبزتبهدينونغ,die,,noun,,,new,0,
die Sensation,الإحساس,دي زنزاتسيون,die,,noun,,,new,0,
die Serie,المسلسل,دي زري,die,,noun,,,new,0,
die Serviette,المنديل,دي زرفيتته,die,,noun,,,new,0,
die Sicherheit,السلامة,دي زيشرهآيت,die,,noun,,,new,0,
die Smartwatch,الساعة الذكية,دي زمارتفاتش,die,,noun,,,new,0,
die Solistin,العازف المنفرد,دي زوليزتين,die,,noun,,,new,0,
die Sommerferien,العطلة الصيفية,دي زوممرفرين,die,,noun,,,new,0,
die Sonne,الشمس,دي زوننه,die,,noun,,,new,0,
die Sonnenbrille,النظارات الشمسية,دي زونننبريلله,die,,noun,,,new,0,
die Sonnencreme,واقي الشمس,دي زونننكرِمه,die,,noun,,,new,0,
die Sorge,القلق,دي زورغه,die,,noun,,,new,0,
die Spaghetti,السباغيتي,دي شباغهِتتي,die,,noun,,,new,0,
die Speisekarte,القائمة,دي شبآيزِكارته,die,,noun,,,new,0,
die Spezialität,التخصص,دي شبهتسياليتيت,die,,noun,,,new,0,
die Spielekonsole,جهاز الألعاب,دي شبيلِكونزوله,die,,noun,,,new,0,
die Spielwaren,الألعاب,دي شبيلفارن,die,,noun,,,new,0,
die Sportkleidung,الملابس الرياضية,دي شبورتكلآيدونغ,die,,noun,,,new,0,
die Sportlerin,الرياضي,دي شبورتلرين,die,,noun,,,new,0,
die Sprachnachricht,الرسالة الصوتية,دي شبراخناخريشت,die,,noun,,,new,0,
die Spritze,الحقنة,دي شبريتسه,die,,noun,,,new,0,
die Spülmaschine,غسالة الصحون,دي شبولماشينه,die,,noun,,,new,0,
die Stadt,المدينة,دي شتادت,die,,noun,,,new,0,
die Stadtführung,جولة في المدينة,دي شتادتفوهرونغ,die,,noun,,,new,0,
die Stadttour,جولة في المدينة,دي شتادتتوور,die,,noun,,,new,0,
die Station,المحطة,دي شتاتسيون,die,,noun,,,new,0,
die Statistik,الإحصائيات,دي شتاتيزتيك,die,,noun,,,new,0,
die Statistin,الإضافي,دي شتاتيزتين,die,,noun,,,new,0,
die Stelle,المكان,دي شتلله,die,,noun,,,new,0,
die Stellenanzeige,إعلان الوظيفة,دي شتللنانتسآيغه,die,,noun,,,new,0,
die Strandbar,بار الشاطئ,دي شتراندبار,die,,noun,,,new,0,
die Strategie,الاستراتيجية,دي شتراتهغي,die,,noun,,,new,0,
die Straße,الشارع,دي شتراسه,die,,noun,,,new,0,
die Straßenbahn,الترام,دي شتراسنباهن,die,,noun,,,new,0,
die Straßenreinigung,تنظيف الشوارع,دي شتراسنرآينيغونغ,die,,noun,,,new,0,
die Studentin,الطالب,دي شتودنتين,die,,noun,,,new,0,
die Städtereise,رحلة المدينة,دي شتيدترآيزه,die,,noun,,,new,0,
die Suppe,الحساء,دي زوببه,die,,noun,,,new,0,
die Szene,المشهد,دي زتسنه,die,,noun,,,new,0,
die Sängerin,المغني,دي زينغرين,die,,noun,,,new,0,
die Süßigkeit,الحلو,دي زوسيغكآيت,die,,noun,,,new,0,
die Tabelle,الجدول,دي تابلله,die,,noun,,,new,0,
die Tablette,الجهاز اللوحي,دي تابلِتته,die,,noun,,,new,0,
die Tafel,السبورة البيضاء,دي تافل,die,,noun,,,new,0,
die Tageszeit,وقت اليوم,دي تاغهزتسآيت,die,,noun,,,new,0,
die Tango-Musik,موسيقى التانغو,دي تانغو-موزيك,die,,noun,,,new,0,
die Tante,العمة,دي تانته,die,,noun,,,new,0,
die Tasche,الحقيبة,دي تاشه,die,,noun,,,new,0,
die Tasse,الكأس,دي تاززه,die,,noun,,,new,0,
die Tastatur,لوحة المفاتيح,دي تازتاتور,die,,noun,,,new,0,
die Taxifahrerin,سائق التاكسي,دي تاكسيفاهررين,die,,noun,,,new,0,
die Taxifahrt,رحلة التاكسي,دي تاكسيفاهرت,die,,noun,,,new,0,
die Technik,التكنولوجيا,دي تهشنيك,die,,noun,,,new,0,
die Technikerin,الفني,دي تهشنيكرين,die,,noun,,,new,0,
die Teilzeit,دوام جزئى,دي تآيلتسآيت,die,,noun,,,new,0,
die Telefonkonferenz,المؤتمر الهاتفي,دي تلِفونكونفرنتس,die,,noun,,,new,0,
die Terrasse,الشرفة,دي ترراززه,die,,noun,,,new,0,
die Theatergruppe,فرقة المسرح,دي تهاترغروببه,die,,noun,,,new,0,
